movieTitle,movieIMDbLink,gross,budget,profit,ROI,actor
Drive Me Crazy,http://www.imdb.com/title/tt0164114/?ref_=fn_tt_tt_1,17843379,8000000,9843379,123.04223750000001,Mark Webber
Half Baked,http://www.imdb.com/title/tt0120693/?ref_=fn_tt_tt_1,17278980,8000000,9278980,115.98725,Harland Williams
New in Town,http://www.imdb.com/title/tt1095174/?ref_=fn_tt_tt_1,16699684,8000000,8699684,108.74605,Frances Conroy
Syriana,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,50815288,50000000,815288,1.6305759999999998,Amr Waked
American Psycho,http://www.imdb.com/title/tt0144084/?ref_=fn_tt_tt_1,15047419,7000000,8047419,114.96312857142857,Justin Theroux
The Good Girl,http://www.imdb.com/title/tt0279113/?ref_=fn_tt_tt_1,14015786,5000000,9015786,180.31572,Zooey Deschanel
The Boondock Saints II: All Saints Day,http://www.imdb.com/title/tt1300851/?ref_=fn_tt_tt_1,10269307,8000000,2269307,28.3663375,Julie Benz
Enough Said,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,17536788,8000000,9536788,119.20984999999999,Ben Falcone
Easy A,http://www.imdb.com/title/tt1282140/?ref_=fn_tt_tt_1,58401464,8000000,50401464,630.0183,Dan Byrd
Shadow of the Vampire,http://www.imdb.com/title/tt0189998/?ref_=fn_tt_tt_1,8279017,8000000,279017,3.4877125,Udo Kier
Prom,http://www.imdb.com/title/tt1604171/?ref_=fn_tt_tt_1,10106233,8000000,2106233,26.3279125,Thomas McDonell
Held Up,http://www.imdb.com/title/tt0165831/?ref_=fn_tt_tt_1,4692814,8000000,-3307186,-41.339825000000005,Nia Long
Woman on Top,http://www.imdb.com/title/tt0206420/?ref_=fn_tt_tt_1,5018450,8000000,-2981550,-37.269375,John de Lancie
Anomalisa,http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1,3442820,8000000,-4557180,-56.964749999999995,Tom Noonan
Another Year,http://www.imdb.com/title/tt1431181/?ref_=fn_tt_tt_1,3205244,10000000,-6794756,-67.94756,Imelda Staunton
8 Women,http://www.imdb.com/title/tt0283832/?ref_=fn_tt_tt_1,3076425,8000000,-4923575,-61.544687499999995,Isabelle Huppert
Showdown in Little Tokyo,http://www.imdb.com/title/tt0102915/?ref_=fn_tt_tt_1,2275557,8000000,-5724443,-71.5555375,Tia Carrere
Clay Pigeons,http://www.imdb.com/title/tt0118863/?ref_=fn_tt_tt_1,1789892,8000000,-6210108,-77.62635,Vince Vieluf
It's Kind of a Funny Story,http://www.imdb.com/title/tt0804497/?ref_=fn_tt_tt_1,6350058,8000000,-1649942,-20.624275,Jeremy Davies
Made in Dagenham,http://www.imdb.com/title/tt1371155/?ref_=fn_tt_tt_1,1094798,7200000,-6105202,-84.79447222222221,Robbie Kay
When Did You Last See Your Father?,http://www.imdb.com/title/tt0829098/?ref_=fn_tt_tt_1,1071240,8000000,-6928760,-86.6095,Jim Broadbent
Prefontaine,http://www.imdb.com/title/tt0119937/?ref_=fn_tt_tt_1,532190,8000000,-7467810,-93.347625,Laurel Holloman
The Secret of Kells,http://www.imdb.com/title/tt0485601/?ref_=fn_tt_tt_1,686383,6500000,-5813617,-89.44026153846154,Mick Lally
Begin Again,http://www.imdb.com/title/tt1980929/?ref_=fn_tt_tt_1,16168741,8000000,8168741,102.10926250000001,Karen Pittman
Down in the Valley,http://www.imdb.com/title/tt0398027/?ref_=fn_tt_tt_1,568695,8000000,-7431305,-92.8913125,Bruce Dern
Brooklyn Rules,http://www.imdb.com/title/tt0283503/?ref_=fn_tt_tt_1,398420,8000000,-7601580,-95.01975,Tony Devon
The Singing Detective,http://www.imdb.com/title/tt0314676/?ref_=fn_tt_tt_1,336456,8000000,-7663544,-95.79429999999999,Robin Wright
Fido,http://www.imdb.com/title/tt0457572/?ref_=fn_tt_tt_1,298110,8000000,-7701890,-96.273625,Henry Czerny
The Wendell Baker Story,http://www.imdb.com/title/tt0373445/?ref_=fn_tt_tt_1,127144,8000000,-7872856,-98.41069999999999,Eddie Griffin
Wild Target,http://www.imdb.com/title/tt1235189/?ref_=fn_tt_tt_1,117190,8000000,-7882810,-98.53512500000001,Rupert Everett
Pathology,http://www.imdb.com/title/tt0964539/?ref_=fn_tt_tt_1,108662,8000000,-7891338,-98.64172500000001,Larry Drake
10th & Wolf,http://www.imdb.com/title/tt0360323/?ref_=fn_tt_tt_1,53481,8000000,-7946519,-99.33148750000001,Brad Renfro
Dear Wendy,http://www.imdb.com/title/tt0342272/?ref_=fn_tt_tt_1,23106,50000000,-49976894,-99.953788,Chris Owen
Aloft,http://www.imdb.com/title/tt2494384/?ref_=fn_tt_tt_1,52961,8000000,-7947039,-99.3379875,Zen McGrath
Akira,http://www.imdb.com/title/tt0094625/?ref_=fn_tt_tt_1,439162,1100000000,-1099560838,-99.96007618181818,Takeshi Kusao
Imagine Me & You,http://www.imdb.com/title/tt0421994/?ref_=fn_tt_tt_1,671240,7900000,-7228760,-91.5032911392405,Ben Miles
The Blood of Heroes,http://www.imdb.com/title/tt0094764/?ref_=fn_tt_tt_1,882290,10000000,-9117710,-91.1771,Joan Chen
Driving Miss Daisy,http://www.imdb.com/title/tt0097239/?ref_=fn_tt_tt_1,106593296,7500000,99093296,1321.2439466666665,Jessica Tandy
Soul Food,http://www.imdb.com/title/tt0120169/?ref_=fn_tt_tt_1,43490057,7500000,35990057,479.8674266666667,Mekhi Phifer
Rumble in the Bronx,http://www.imdb.com/title/tt0113326/?ref_=fn_tt_tt_1,32333860,7500000,24833860,331.11813333333333,Anita Mui
Thank You for Smoking,http://www.imdb.com/title/tt0427944/?ref_=fn_tt_tt_1,24792061,6500000,18292061,281.41632307692305,Cameron Bright
Hostel: Part II,http://www.imdb.com/title/tt0498353/?ref_=fn_tt_tt_1,17544812,10000000,7544812,75.44812,Lauren German
An Education,http://www.imdb.com/title/tt1174732/?ref_=fn_tt_tt_1,12574715,4500000,8074715,179.4381111111111,Olivia Williams
The Hotel New Hampshire,http://www.imdb.com/title/tt0087428/?ref_=fn_tt_tt_1,5100000,7500000,-2400000,-32,Beau Bridges
Narc,http://www.imdb.com/title/tt0272207/?ref_=fn_tt_tt_1,10460089,7500000,2960089,39.46785333333334,Chi McBride
Men with Brooms,http://www.imdb.com/title/tt0263734/?ref_=fn_tt_tt_1,4239767,7500000,-3260233,-43.469773333333336,Paul Gross
Witless Protection,http://www.imdb.com/title/tt1001562/?ref_=fn_tt_tt_1,4131640,7500000,-3368360,-44.91146666666667,Jenny McCarthy
The Work and the Glory,http://www.imdb.com/title/tt0410454/?ref_=fn_tt_tt_1,3347439,7500000,-4152561,-55.36748,Brenda Strong
Extract,http://www.imdb.com/title/tt1225822/?ref_=fn_tt_tt_1,10814185,8000000,2814185,35.1773125,Mila Kunis
Alias Betty,http://www.imdb.com/title/tt0269329/?ref_=fn_tt_tt_1,206400,50000000,-49793600,-99.5872,Edouard Baer
Code 46,http://www.imdb.com/title/tt0345061/?ref_=fn_tt_tt_1,197148,7500000,-7302852,-97.37136,Om Puri
Crash,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1,54557348,6500000,48057348,739.3438153846154,Loretta Devine
Albert Nobbs,http://www.imdb.com/title/tt1602098/?ref_=fn_tt_tt_1,3014541,8000000,-4985459,-62.318237499999995,Michael McElhatton
Ta Ra Rum Pum,http://www.imdb.com/title/tt0833553/?ref_=fn_tt_tt_1,872643,6000000,-5127357,-85.45595,Mary Goggin
Persepolis,http://www.imdb.com/title/tt0808417/?ref_=fn_tt_tt_1,4443403,7300000,-2856597,-39.13146575342466,Gena Rowlands
The Neon Demon,http://www.imdb.com/title/tt1974419/?ref_=fn_tt_tt_1,1330827,7000000,-5669173,-80.9881857142857,Bella Heathcote
Harry Brown,http://www.imdb.com/title/tt1289406/?ref_=fn_tt_tt_1,1818681,7300000,-5481319,-75.08656164383561,Jack O'Connell
Spider-Man 3,http://www.imdb.com/title/tt0413300/?ref_=fn_tt_tt_1,336530303,258000000,78530303,30.438101937984495,James Franco
The Omega Code,http://www.imdb.com/title/tt0203408/?ref_=fn_tt_tt_1,12610552,7500000,5110552,68.14069333333333,William Hootkins
Juno,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,143492840,7500000,135992840,1813.2378666666668,Jennifer Garner
Diamonds Are Forever,http://www.imdb.com/title/tt0066995/?ref_=fn_tt_tt_1,43800000,7200000,36600000,508.3333333333333,Lois Maxwell
The Godfather,http://www.imdb.com/title/tt0068646/?ref_=fn_tt_tt_1,134821952,6000000,128821952,2147.0325333333335,Marlon Brando
Flashdance,http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1,94900000,4000000,90900000,2272.5,Cynthia Rhodes
500 Days of Summer,http://www.imdb.com/title/tt1022603/?ref_=fn_tt_tt_1,32391374,7500000,24891374,331.88498666666663,ChloÃŒÃ‡ Grace Moretz
The Piano,http://www.imdb.com/title/tt0107822/?ref_=fn_tt_tt_1,40158000,7000000,33158000,473.68571428571425,Ian Mune
Magic Mike,http://www.imdb.com/title/tt1915581/?ref_=fn_tt_tt_1,113709992,7000000,106709992,1524.428457142857,Alex Pettyfer
Darkness Falls,http://www.imdb.com/title/tt0282209/?ref_=fn_tt_tt_1,32131483,11000000,21131483,192.1043909090909,Emma Caulfield
Live and Let Die,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,35400000,7000000,28400000,405.71428571428567,Geoffrey Holder
My Dog Skip,http://www.imdb.com/title/tt0156812/?ref_=fn_tt_tt_1,34099640,5000000,29099640,581.9928,Frankie Muniz
Jumping the Broom,http://www.imdb.com/title/tt1640484/?ref_=fn_tt_tt_1,37295394,6600000,30695394,465.0817272727273,Loretta Devine
The Great Gatsby,http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1,144812796,105000000,39812796,37.91694857142857,Elizabeth Debicki
"Good Night, and Good Luck.",http://www.imdb.com/title/tt0433383/?ref_=fn_tt_tt_1,31501218,7500000,24001218,320.01624,Tate Donovan
Capote,http://www.imdb.com/title/tt0379725/?ref_=fn_tt_tt_1,28747570,7000000,21747570,310.6795714285714,Michael J. Burg
Desperado,http://www.imdb.com/title/tt0112851/?ref_=fn_tt_tt_1,25625110,7000000,18625110,266.073,Steve Buscemi
The Claim,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,403932,20000000,-19596068,-97.98034,Sarah Polley
Logan's Run,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,25000000,9000000,16000000,177.77777777777777,Jenny Agutter
The Man with the Golden Gun,http://www.imdb.com/title/tt0071807/?ref_=fn_tt_tt_1,21000000,13000000,8000000,61.53846153846154,HervÃŒÂ© Villechaize
Action Jackson,http://www.imdb.com/title/tt0094612/?ref_=fn_tt_tt_1,20257000,7000000,13257000,189.3857142857143,Vanity
The Descent,http://www.imdb.com/title/tt0435625/?ref_=fn_tt_tt_1,26005908,3500000,22505908,643.0259428571428,Shauna Macdonald
Devil's Due,http://www.imdb.com/title/tt2752758/?ref_=fn_tt_tt_1,15818967,7000000,8818967,125.98524285714285,Allison Miller
Flirting with Disaster,http://www.imdb.com/title/tt0116324/?ref_=fn_tt_tt_1,14891000,7000000,7891000,112.72857142857143,Mary Tyler Moore
The Devil's Rejects,http://www.imdb.com/title/tt0395584/?ref_=fn_tt_tt_1,16901126,7000000,9901126,141.44465714285715,Ken Foree
Dope,http://www.imdb.com/title/tt3850214/?ref_=fn_tt_tt_1,17474107,7000000,10474107,149.6301,Rick Fox
In Too Deep,http://www.imdb.com/title/tt0160401/?ref_=fn_tt_tt_1,14003141,7000000,7003141,100.04487142857144,Omar Epps
Skyfall,http://www.imdb.com/title/tt1074638/?ref_=fn_tt_tt_1,304360277,200000000,104360277,52.1801385,Helen McCrory
House of 1000 Corpses,http://www.imdb.com/title/tt0251736/?ref_=fn_tt_tt_1,12583510,7000000,5583510,79.76442857142857,Matthew McGrory
A Serious Man,http://www.imdb.com/title/tt1019452/?ref_=fn_tt_tt_1,9190525,7000000,2190525,31.29321428571429,Fred Melamed
Get Low,http://www.imdb.com/title/tt1194263/?ref_=fn_tt_tt_1,9176553,7500000,1676553,22.35404,Robert Duvall
Warlock,http://www.imdb.com/title/tt0098622/?ref_=fn_tt_tt_1,9094451,7000000,2094451,29.920728571428572,Richard E. Grant
Beyond the Lights,http://www.imdb.com/title/tt3125324/?ref_=fn_tt_tt_1,14612840,7000000,7612840,108.75485714285715,Nate Parker
A Single Man,http://www.imdb.com/title/tt1315981/?ref_=fn_tt_tt_1,9166863,7000000,2166863,30.955185714285715,Teddy Sears
The Last Temptation of Christ,http://www.imdb.com/title/tt0095497/?ref_=fn_tt_tt_1,8373585,7000000,1373585,19.622642857142857,Barbara Hershey
Outside Providence,http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1,7292175,7000000,292175,4.173928571428571,George Wendt
Bride & Prejudice,http://www.imdb.com/title/tt0361411/?ref_=fn_tt_tt_1,6601079,7000000,-398921,-5.698871428571429,Martin Henderson
Rabbit-Proof Fence,http://www.imdb.com/title/tt0252444/?ref_=fn_tt_tt_1,6165429,6000000,165429,2.7571499999999998,David Gulpilil
Who's Your Caddy?,http://www.imdb.com/title/tt0785077/?ref_=fn_tt_tt_1,5694308,7000000,-1305692,-18.652742857142858,Faizon Love
Split Second,http://www.imdb.com/title/tt0105459/?ref_=fn_tt_tt_1,5430822,7000000,-1569178,-22.41682857142857,Alun Armstrong
The Other Side of Heaven,http://www.imdb.com/title/tt0250371/?ref_=fn_tt_tt_1,4720371,7000000,-2279629,-32.56612857142857,Nathaniel Lees
Veer-Zaara,http://www.imdb.com/title/tt0420332/?ref_=fn_tt_tt_1,2921738,7000000,-4078262,-58.26088571428571,Preity Zinta
Redbelt,http://www.imdb.com/title/tt1012804/?ref_=fn_tt_tt_1,2344847,7000000,-4655153,-66.50218571428572,Randy Couture
Cyrus,http://www.imdb.com/title/tt1336617/?ref_=fn_tt_tt_1,7455447,7000000,455447,6.506385714285715,Tim Guinee
A Dog of Flanders,http://www.imdb.com/title/tt0160216/?ref_=fn_tt_tt_1,2148212,7000000,-4851788,-69.31125714285714,Cheryl Ladd
Auto Focus,http://www.imdb.com/title/tt0298744/?ref_=fn_tt_tt_1,2062066,7000000,-4937934,-70.54191428571428,Michael McKean
Factory Girl,http://www.imdb.com/title/tt0432402/?ref_=fn_tt_tt_1,1654367,7000000,-5345633,-76.36618571428572,Jimmy Fallon
We Need to Talk About Kevin,http://www.imdb.com/title/tt1242460/?ref_=fn_tt_tt_1,1738692,7000000,-5261308,-75.16154285714286,Siobhan Fallon Hogan
The Mighty Macs,http://www.imdb.com/title/tt1034324/?ref_=fn_tt_tt_1,1889522,7000000,-5110478,-73.00682857142857,Marley Shelton
Mother and Child,http://www.imdb.com/title/tt1121977/?ref_=fn_tt_tt_1,1110286,4825000,-3714714,-76.98889119170984,Jimmy Smits
March or Die,http://www.imdb.com/title/tt0076175/?ref_=fn_tt_tt_1,1000000,9000000,-8000000,-88.88888888888889,Terence Hill
Les visiteurs,http://www.imdb.com/title/tt0108500/?ref_=fn_tt_tt_1,700000,50000000,-49300000,-98.6,Isabelle Nanty
Somewhere,http://www.imdb.com/title/tt1421051/?ref_=fn_tt_tt_1,1768416,7000000,-5231584,-74.73691428571428,Chris Pontius
Chairman of the Board,http://www.imdb.com/title/tt0118836/?ref_=fn_tt_tt_1,306715,10000000,-9693285,-96.93285,Raquel Welch
Hesher,http://www.imdb.com/title/tt1403177/?ref_=fn_tt_tt_1,382946,7000000,-6617054,-94.52934285714286,Natalie Portman
The Heart of Me,http://www.imdb.com/title/tt0301390/?ref_=fn_tt_tt_1,196067,7000000,-6803933,-97.19904285714286,Luke Newberry
Freeheld,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,532988,7000000,-6467012,-92.3858857142857,Josh Charles
The Extra Man,http://www.imdb.com/title/tt1361313/?ref_=fn_tt_tt_1,453079,7000000,-6546921,-93.52744285714286,Marian Seldes
Ca$h,http://www.imdb.com/title/tt1106860/?ref_=fn_tt_tt_1,46451,7000000,-6953549,-99.33641428571428,Mike Starr
Wah-Wah,http://www.imdb.com/title/tt0419256/?ref_=fn_tt_tt_1,233103,7000000,-6766897,-96.66995714285714,Julie Walters
Pale Rider,http://www.imdb.com/title/tt0089767/?ref_=fn_tt_tt_1,41400000,6900000,34500000,500,Chris Penn
Dazed and Confused,http://www.imdb.com/title/tt0106677/?ref_=fn_tt_tt_1,7993039,6900000,1093039,15.841144927536233,Adam Goldberg
Aimee & Jaguar,http://www.imdb.com/title/tt0130444/?ref_=fn_tt_tt_1,927107,15000000,-14072893,-93.81928666666667,Johanna Wokalek
The Chumscrubber,http://www.imdb.com/title/tt0406650/?ref_=fn_tt_tt_1,49526,6800000,-6750474,-99.27167647058823,John Heard
Shade,http://www.imdb.com/title/tt0323939/?ref_=fn_tt_tt_1,10696,6800000,-6789304,-99.84270588235294,Jason Cerbone
House at the End of the Street,http://www.imdb.com/title/tt1582507/?ref_=fn_tt_tt_1,31607598,6900000,24707598,358.0811304347826,Nolan Gerard Funk
Incendies,http://www.imdb.com/title/tt1255953/?ref_=fn_tt_tt_1,6857096,6800000,57096,0.8396470588235293,MÃŒÂ©lissa DÃŒÂ©sormeaux-Poulin
"Remember Me, My Love",http://www.imdb.com/title/tt0323807/?ref_=fn_tt_tt_1,223878,5000000,-4776122,-95.52244,Silvio Muccino
Elite Squad,http://www.imdb.com/title/tt0861739/?ref_=fn_tt_tt_1,8060,4000000,-3991940,-99.7985,Fernanda Machado
Annabelle,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,84263837,6500000,77763837,1196.366723076923,Annabelle Wallis
Bran Nue Dae,http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1,110029,6500000,-6389971,-98.30724615384615,Magda Szubanski
Boyz n the Hood,http://www.imdb.com/title/tt0101507/?ref_=fn_tt_tt_1,57504069,6000000,51504069,858.40115,Lloyd Avery II
La Bamba,http://www.imdb.com/title/tt0093378/?ref_=fn_tt_tt_1,54215416,6500000,47715416,734.0833230769231,Rosanna DeSoto
Dressed to Kill,http://www.imdb.com/title/tt0080661/?ref_=fn_tt_tt_1,31899000,6500000,25399000,390.75384615384615,David Margulies
The Adventures of Huck Finn,http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1,24103594,6500000,17603594,270.82452307692307,Frances Conroy
Go,http://www.imdb.com/title/tt0139239/?ref_=fn_tt_tt_1,16842303,6500000,10342303,159.11235384615387,Jay Mohr
Friends with Money,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,13367101,6500000,6867101,105.64770769230769,Marin Hinkle
Bats,http://www.imdb.com/title/tt0200469/?ref_=fn_tt_tt_1,10149779,6500000,3649779,56.150446153846154,Bob Gunton
Nowhere in Africa,http://www.imdb.com/title/tt0161860/?ref_=fn_tt_tt_1,6173485,7000000,-826515,-11.807357142857143,Juliane KÃŒÂ_hler
Shame,http://www.imdb.com/title/tt1723811/?ref_=fn_tt_tt_1,4000304,6500000,-2499696,-38.45686153846154,Nicole Beharie
Layer Cake,http://www.imdb.com/title/tt0375912/?ref_=fn_tt_tt_1,2338695,4000000,-1661305,-41.532625,Sally Hawkins
The Work and the Glory II: American Zion,http://www.imdb.com/title/tt0457530/?ref_=fn_tt_tt_1,2024854,6500000,-4475146,-68.8484,Eric Johnson
The East,http://www.imdb.com/title/tt1869716/?ref_=fn_tt_tt_1,2268296,6500000,-4231704,-65.10313846153846,Julia Ormond
A Home at the End of the World,http://www.imdb.com/title/tt0359423/?ref_=fn_tt_tt_1,1029017,6500000,-5470983,-84.16896923076924,Matt Frewer
Aberdeen,http://www.imdb.com/title/tt0168446/?ref_=fn_tt_tt_1,64148,6500000,-6435852,-99.01310769230768,Sara-Marie Maltha
The Messenger,http://www.imdb.com/title/tt0790712/?ref_=fn_tt_tt_1,66637,6500000,-6433363,-98.97481538461538,Yaya DaCosta
Control,http://www.imdb.com/title/tt0421082/?ref_=fn_tt_tt_1,871577,4500000,-3628423,-80.63162222222222,Samantha Morton
The Terminator,http://www.imdb.com/title/tt0088247/?ref_=fn_tt_tt_1,38400000,6500000,31900000,490.76923076923083,Brian Thompson
Good Bye Lenin!,http://www.imdb.com/title/tt0301357/?ref_=fn_tt_tt_1,4063859,4800000,-736141,-15.336270833333332,Chulpan Khamatova
The Damned United,http://www.imdb.com/title/tt1226271/?ref_=fn_tt_tt_1,449558,10000000,-9550442,-95.50442,Mark Bazeley
Mallrats,http://www.imdb.com/title/tt0113749/?ref_=fn_tt_tt_1,2122561,6000000,-3877439,-64.62398333333333,Jason Mewes
Grease,http://www.imdb.com/title/tt0077631/?ref_=fn_tt_tt_1,181360000,6000000,175360000,2922.6666666666665,Stockard Channing
Platoon,http://www.imdb.com/title/tt0091763/?ref_=fn_tt_tt_1,137963328,6000000,131963328,2199.3887999999997,Tom Berenger
Fahrenheit 9/11,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,119078393,6000000,113078393,1884.6398833333333,Stevie Wonder
Butch Cassidy and the Sundance Kid,http://www.imdb.com/title/tt0064115/?ref_=fn_tt_tt_1,102308900,6000000,96308900,1605.1483333333333,Ted Cassidy
Mary Poppins,http://www.imdb.com/title/tt0058331/?ref_=fn_tt_tt_1,102300000,6000000,96300000,1605,Glynis Johns
Ordinary People,http://www.imdb.com/title/tt0081283/?ref_=fn_tt_tt_1,54800000,6000000,48800000,813.3333333333333,Elizabeth McGovern
Around the World in 80 Days,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,24004159,110000000,-85995841,-78.17803727272728,Steve Coogan
West Side Story,http://www.imdb.com/title/tt0055614/?ref_=fn_tt_tt_1,43650000,6000000,37650000,627.5,George Chakiris
Caddyshack,http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,39800000,6000000,33800000,563.3333333333334,Rodney Dangerfield
The Brothers,http://www.imdb.com/title/tt0250274/?ref_=fn_tt_tt_1,27457409,6000000,21457409,357.62348333333335,Tatyana Ali
The Wood,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,25047631,6000000,19047631,317.4605166666667,Tamala Jones
The Usual Suspects,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,23272306,6000000,17272306,287.87176666666664,Chazz Palminteri
A Nightmare on Elm Street 5: The Dream Child,http://www.imdb.com/title/tt0097981/?ref_=fn_tt_tt_1,22168359,8000000,14168359,177.1044875,Kelly Jo Minter
Van Wilder: Party Liaison,http://www.imdb.com/title/tt0283111/?ref_=fn_tt_tt_1,21005329,6000000,15005329,250.08881666666665,Curtis Armstrong
The Wrestler,http://www.imdb.com/title/tt1125849/?ref_=fn_tt_tt_1,26236603,6000000,20236603,337.2767166666667,John D'Leo
Duel in the Sun,http://www.imdb.com/title/tt0038499/?ref_=fn_tt_tt_1,20400000,8000000,12400000,155,Lillian Gish
Best in Show,http://www.imdb.com/title/tt0218839/?ref_=fn_tt_tt_1,18621249,6000000,12621249,210.35415,Catherine O'Hara
Escape from New York,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,25244700,6000000,19244700,320.745,Adrienne Barbeau
School Daze,http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1,14545844,6500000,8045844,123.78221538461538,Ossie Davis
Daddy Day Camp,http://www.imdb.com/title/tt0462244/?ref_=fn_tt_tt_1,13235267,6000000,7235267,120.58778333333333,Brian Doyle-Murray
Mystic Pizza,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,12793213,6000000,6793213,113.22021666666666,Lili Taylor
Sliding Doors,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,11883495,9000000,2883495,32.038833333333336,Kevin McNally
Tales from the Hood,http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1,11797927,6000000,5797927,96.63211666666666,Clarence Williams III
The Last King of Scotland,http://www.imdb.com/title/tt0455590/?ref_=fn_tt_tt_1,17605861,6000000,11605861,193.43101666666666,Simon McBurney
Halloween 5,http://www.imdb.com/title/tt0097474/?ref_=fn_tt_tt_1,11642254,3000000,8642254,288.0751333333333,Tamara Glynn
Bernie,http://www.imdb.com/title/tt1704573/?ref_=fn_tt_tt_1,9203192,5000000,4203192,84.06384,Brandon Smith
Pollock,http://www.imdb.com/title/tt0183659/?ref_=fn_tt_tt_1,8596914,6000000,2596914,43.2819,Bud Cort
200 Cigarettes,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,6851636,6000000,851636,14.193933333333334,Dave Chappelle
The Words,http://www.imdb.com/title/tt1840417/?ref_=fn_tt_tt_1,11434867,6000000,5434867,90.58111666666666,Bradley Cooper
Casa de mi Padre,http://www.imdb.com/title/tt1702425/?ref_=fn_tt_tt_1,5895238,6000000,-104762,-1.7460333333333335,Adrian Martinez
City Island,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1,6670712,6000000,670712,11.178533333333334,Curtiss Cook
The Guard,http://www.imdb.com/title/tt1540133/?ref_=fn_tt_tt_1,5359774,6000000,-640226,-10.670433333333333,Fionnula Flanagan
College,http://www.imdb.com/title/tt0844671/?ref_=fn_tt_tt_1,4693919,6500000,-1806081,-27.785861538461536,Alona Tal
The Virgin Suicides,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,4859475,6000000,-1140525,-19.00875,Kathleen Turner
Miss March,http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1,4542775,6000000,-1457225,-24.287083333333335,Windell Middlebrooks
Wish I Was Here,http://www.imdb.com/title/tt2870708/?ref_=fn_tt_tt_1,3588432,6000000,-2411568,-40.1928,Josh Gad
Simply Irresistible,http://www.imdb.com/title/tt0145893/?ref_=fn_tt_tt_1,4394936,6000000,-1605064,-26.751066666666667,Dylan Baker
Hedwig and the Angry Inch,http://www.imdb.com/title/tt0248845/?ref_=fn_tt_tt_1,3029081,6000000,-2970919,-49.515316666666664,Miriam Shor
Only the Strong,http://www.imdb.com/title/tt0107750/?ref_=fn_tt_tt_1,3273588,6000000,-2726412,-45.4402,Ryan Bollman
Shattered Glass,http://www.imdb.com/title/tt0323944/?ref_=fn_tt_tt_1,2207975,6000000,-3792025,-63.20041666666667,Rosario Dawson
Novocaine,http://www.imdb.com/title/tt0234354/?ref_=fn_tt_tt_1,2025238,6000000,-3974762,-66.24603333333333,Lynne Thigpen
The Wackness,http://www.imdb.com/title/tt1082886/?ref_=fn_tt_tt_1,2077046,6000000,-3922954,-65.38256666666666,Aaron Yoo
Beastmaster 2: Through the Portal of Time,http://www.imdb.com/title/tt0101412/?ref_=fn_tt_tt_1,869325,6000000,-5130675,-85.51125,Kari Wuhrer
The 5th Quarter,http://www.imdb.com/title/tt1130964/?ref_=fn_tt_tt_1,399611,6000000,-5600389,-93.33981666666666,Kendrick Cross
The Greatest,http://www.imdb.com/title/tt1226232/?ref_=fn_tt_tt_1,115862,6000000,-5884138,-98.06896666666667,ZoÃŒÃ‡ Kravitz
Snow Flower and the Secret Fan,http://www.imdb.com/title/tt1541995/?ref_=fn_tt_tt_1,1346503,6000000,-4653497,-77.55828333333334,Russell Wong
Come Early Morning,http://www.imdb.com/title/tt0457308/?ref_=fn_tt_tt_1,117560,6000000,-5882440,-98.04066666666667,Diane Ladd
Lucky Break,http://www.imdb.com/title/tt0246134/?ref_=fn_tt_tt_1,54606,6000000,-5945394,-99.0899,Olivia Williams
"Surfer, Dude",http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1,36497,6000000,-5963503,-99.39171666666667,Scott Glenn
Deadfall,http://www.imdb.com/title/tt1667310/?ref_=fn_tt_tt_1,65804,12000000,-11934196,-99.45163333333333,Olivia Wilde
