movieTitle,movieIMDbLink,gross,budget,director,profit,ROI
The Hoax,http://www.imdb.com/title/tt0462338/?ref_=fn_tt_tt_1,7156933,25000000,Lasse HallstrÌÎå_m,-17843067,-71.372268
Stone Cold,http://www.imdb.com/title/tt0102984/?ref_=fn_tt_tt_1,9286314,17000000,Craig R. Baxley,-7713686,-45.374623529411764
The Road,http://www.imdb.com/title/tt0898367/?ref_=fn_tt_tt_1,56692,25000000,John Hillcoat,-24943308,-99.77323200000001
Underclassman,http://www.imdb.com/title/tt0373416/?ref_=fn_tt_tt_1,5654777,25000000,Marcos Siega,-19345223,-77.380892
Say It Isn't So,http://www.imdb.com/title/tt0239949/?ref_=fn_tt_tt_1,5516708,25000000,J.B. Rogers,-19483292,-77.933168
The World's Fastest Indian,http://www.imdb.com/title/tt0412080/?ref_=fn_tt_tt_1,5128124,25000000,Roger Donaldson,-19871876,-79.487504
Snakes on a Plane,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,34014398,33000000,David R. Ellis,1014398,3.073933333333333
Tank Girl,http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1,4064333,25000000,Rachel Talalay,-20935667,-83.742668
King's Ransom,http://www.imdb.com/title/tt0388183/?ref_=fn_tt_tt_1,4006906,15000000,Jeffrey W. Byrd,-10993094,-73.28729333333334
Blindness,http://www.imdb.com/title/tt0861689/?ref_=fn_tt_tt_1,3073392,25000000,Fernando Meirelles,-21926608,-87.706432
BloodRayne,http://www.imdb.com/title/tt0383222/?ref_=fn_tt_tt_1,1550000,25000000,Uwe Boll,-23450000,-93.8
Where the Truth Lies,http://www.imdb.com/title/tt0373450/?ref_=fn_tt_tt_1,871527,25000000,Atom Egoyan,-24128473,-96.513892
Without Limits,http://www.imdb.com/title/tt0119934/?ref_=fn_tt_tt_1,777423,25000000,Robert Towne,-24222577,-96.890308
Me and Orson Welles,http://www.imdb.com/title/tt1175506/?ref_=fn_tt_tt_1,1186957,25000000,Richard Linklater,-23813043,-95.252172
The Best Offer,http://www.imdb.com/title/tt1924396/?ref_=fn_tt_tt_1,85433,13500000,Giuseppe Tornatore,-13414567,-99.36716296296296
Bad Lieutenant: Port of Call New Orleans,http://www.imdb.com/title/tt1095217/?ref_=fn_tt_tt_1,1697956,20000000,Werner Herzog,-18302044,-91.51022
Little White Lies,http://www.imdb.com/title/tt1440232/?ref_=fn_tt_tt_1,183662,25000000,Guillaume Canet,-24816338,-99.265352
Love Ranch,http://www.imdb.com/title/tt1125929/?ref_=fn_tt_tt_1,134904,25000000,Taylor Hackford,-24865096,-99.460384
The Counselor,http://www.imdb.com/title/tt2193215/?ref_=fn_tt_tt_1,16969390,25000000,Ridley Scott,-8030610,-32.122440000000005
Kung Fu Killer,http://www.imdb.com/title/tt2952602/?ref_=fn_tt_tt_1,129115,25000000,Teddy Chan,-24870885,-99.48354
Dangerous Liaisons,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,34700000,14000000,Stephen Frears,20700000,147.85714285714286
On the Road,http://www.imdb.com/title/tt0337692/?ref_=fn_tt_tt_1,717753,25000000,Walter Salles,-24282247,-97.128988
Star Trek IV: The Voyage Home,http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1,109713132,25000000,Leonard Nimoy,84713132,338.852528
Rocky Balboa,http://www.imdb.com/title/tt0479143/?ref_=fn_tt_tt_1,70269171,24000000,Sylvester Stallone,46269171,192.7882125
Point Break,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1,28772222,105000000,Ericson Core,-76227778,-72.59788380952381
Scream 2,http://www.imdb.com/title/tt0120082/?ref_=fn_tt_tt_1,101334374,24000000,Wes Craven,77334374,322.22655833333334
Jane Got a Gun,http://www.imdb.com/title/tt2140037/?ref_=fn_tt_tt_1,1512815,25000000,Gavin O'Connor,-23487185,-93.94874
Think Like a Man Too,http://www.imdb.com/title/tt2239832/?ref_=fn_tt_tt_1,65182182,24000000,Tim Story,41182182,171.592425
The Whole Nine Yards,http://www.imdb.com/title/tt0190138/?ref_=fn_tt_tt_1,57262492,24000000,Jonathan Lynn,33262492,138.59371666666667
Footloose,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,80000000,8200000,Herbert Ross,71800000,875.609756097561
Old School,http://www.imdb.com/title/tt0302886/?ref_=fn_tt_tt_1,74608545,24000000,Todd Phillips,50608545,210.8689375
The Fisher King,http://www.imdb.com/title/tt0101889/?ref_=fn_tt_tt_1,41895491,24000000,Terry Gilliam,17895491,74.56454583333333
I Still Know What You Did Last Summer,http://www.imdb.com/title/tt0130018/?ref_=fn_tt_tt_1,39989008,24000000,Danny Cannon,15989008,66.62086666666667
Return to Me,http://www.imdb.com/title/tt0122459/?ref_=fn_tt_tt_1,32662299,24000000,Bonnie Hunt,8662299,36.092912500000004
Zack and Miri Make a Porno,http://www.imdb.com/title/tt1007028/?ref_=fn_tt_tt_1,31452765,24000000,Kevin Smith,7452765,31.0531875
Nurse Betty,http://www.imdb.com/title/tt0171580/?ref_=fn_tt_tt_1,25167270,24000000,Neil LaBute,1167270,4.863625
The Men Who Stare at Goats,http://www.imdb.com/title/tt1234548/?ref_=fn_tt_tt_1,32416109,25000000,Grant Heslov,7416109,29.664436
Double Take,http://www.imdb.com/title/tt0238948/?ref_=fn_tt_tt_1,20218,24000000,George Gallo,-23979782,-99.91575833333334
"Girl, Interrupted",http://www.imdb.com/title/tt0172493/?ref_=fn_tt_tt_1,28871190,24000000,James Mangold,4871190,20.296625
Win a Date with Tad Hamilton!,http://www.imdb.com/title/tt0335559/?ref_=fn_tt_tt_1,16964743,24000000,Robert Luketic,-7035257,-29.313570833333337
Muppets from Space,http://www.imdb.com/title/tt0158811/?ref_=fn_tt_tt_1,16290976,24000000,Tim Hill,-7709024,-32.12093333333333
The Wiz,http://www.imdb.com/title/tt0078504/?ref_=fn_tt_tt_1,13000000,24000000,Sidney Lumet,-11000000,-45.83333333333333
Ready to Rumble,http://www.imdb.com/title/tt0217756/?ref_=fn_tt_tt_1,12372410,24000000,Brian Robbins,-11627590,-48.44829166666666
Play It to the Bone,http://www.imdb.com/title/tt0196857/?ref_=fn_tt_tt_1,8427204,24000000,Ron Shelton,-15572796,-64.88665
I Don't Know How She Does It,http://www.imdb.com/title/tt1742650/?ref_=fn_tt_tt_1,9639242,24000000,Douglas McGrath,-14360758,-59.83649166666667
Piranha 3D,http://www.imdb.com/title/tt0464154/?ref_=fn_tt_tt_1,25003072,24000000,Alexandre Aja,1003072,4.179466666666666
Beyond the Sea,http://www.imdb.com/title/tt0363473/?ref_=fn_tt_tt_1,6144806,23000000,Kevin Spacey,-16855194,-73.28345217391305
Meet the Deedles,http://www.imdb.com/title/tt0120645/?ref_=fn_tt_tt_1,4308981,24000000,Steve Boyum,-19691019,-82.0459125
The Princess and the Cobbler,http://www.imdb.com/title/tt0112389/?ref_=fn_tt_tt_1,669276,28000000,Richard Williams,-27330724,-97.60972857142856
The Bridge of San Luis Rey,http://www.imdb.com/title/tt0356443/?ref_=fn_tt_tt_1,42880,24000000,Mary McGuckian,-23957120,-99.82133333333333
Faster,http://www.imdb.com/title/tt1433108/?ref_=fn_tt_tt_1,23225911,24000000,George Tillman Jr.,-774089,-3.2253708333333333
Howl's Moving Castle,http://www.imdb.com/title/tt0347149/?ref_=fn_tt_tt_1,4710455,24000000,Hayao Miyazaki,-19289545,-80.37310416666666
Zombieland,http://www.imdb.com/title/tt1156398/?ref_=fn_tt_tt_1,75590286,23600000,Ruben Fleischer,51990286,220.29782203389829
King Kong,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,218051260,207000000,Peter Jackson,11051260,5.338772946859904
The Waterboy,http://www.imdb.com/title/tt0120484/?ref_=fn_tt_tt_1,161487252,20000000,Frank Coraci,141487252,707.43626
Star Wars: Episode V - The Empire Strikes Back,http://www.imdb.com/title/tt0080684/?ref_=fn_tt_tt_1,290158751,18000000,Irvin Kershner,272158751,1511.993061111111
Bad Boys,http://www.imdb.com/title/tt0112442/?ref_=fn_tt_tt_1,65807024,19000000,Michael Bay,46807024,246.35275789473684
The Naked Gun 2Ì´_: The Smell of Fear,http://www.imdb.com/title/tt0102510/?ref_=fn_tt_tt_1,86930411,23000000,David Zucker,63930411,277.9583086956522
Final Destination,http://www.imdb.com/title/tt0195714/?ref_=fn_tt_tt_1,53302314,23000000,James Wong,30302314,131.74919130434785
The Ides of March,http://www.imdb.com/title/tt1124035/?ref_=fn_tt_tt_1,40962534,12500000,George Clooney,28462534,227.700272
Pitch Black,http://www.imdb.com/title/tt0134847/?ref_=fn_tt_tt_1,39235088,23000000,David Twohy,16235088,70.58733913043478
Someone Like You...,http://www.imdb.com/title/tt0244970/?ref_=fn_tt_tt_1,27338033,23000000,Tony Goldwyn,4338033,18.861013043478263
Her,http://www.imdb.com/title/tt1798709/?ref_=fn_tt_tt_1,25556065,23000000,Spike Jonze,2556065,11.113326086956523
Eddie the Eagle,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,15785632,23000000,Dexter Fletcher,-7214368,-31.366817391304348
Joy Ride,http://www.imdb.com/title/tt0206314/?ref_=fn_tt_tt_1,21973182,23000000,John Dahl,-1026818,-4.4644260869565215
The Adventurer: The Curse of the Midas Box,http://www.imdb.com/title/tt1376213/?ref_=fn_tt_tt_1,4756,25000000,Jonathan Newman,-24995244,-99.980976
Anywhere But Here,http://www.imdb.com/title/tt0149691/?ref_=fn_tt_tt_1,18653615,23000000,Wayne Wang,-4346385,-18.89732608695652
Chasing Liberty,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,12189514,23000000,Andy Cadiff,-10810486,-47.00211304347826
The Crew,http://www.imdb.com/title/tt0198386/?ref_=fn_tt_tt_1,13019253,23000000,Michael Dinner,-9980747,-43.39455217391304
Haywire,http://www.imdb.com/title/tt1506999/?ref_=fn_tt_tt_1,18934858,23000000,Steven Soderbergh,-4065142,-17.67453043478261
Jaws: The Revenge,http://www.imdb.com/title/tt0093300/?ref_=fn_tt_tt_1,20763013,23000000,Joseph Sargent,-2236987,-9.72603043478261
Marvin's Room,http://www.imdb.com/title/tt0116999/?ref_=fn_tt_tt_1,12782508,23000000,Jerry Zaks,-10217492,-44.423878260869564
The Longshots,http://www.imdb.com/title/tt1091751/?ref_=fn_tt_tt_1,11508423,23000000,Fred Durst,-11491577,-49.96337826086957
The End of the Affair,http://www.imdb.com/title/tt0172396/?ref_=fn_tt_tt_1,10660147,23000000,Neil Jordan,-12339853,-53.6515347826087
Harley Davidson and the Marlboro Man,http://www.imdb.com/title/tt0102005/?ref_=fn_tt_tt_1,7434726,23000000,Simon Wincer,-15565274,-67.67510434782609
Coco Before Chanel,http://www.imdb.com/title/tt1035736/?ref_=fn_tt_tt_1,6109075,19430000,Anne Fontaine,-13320925,-68.5585434894493
ChÌÎå©ri,http://www.imdb.com/title/tt1179258/?ref_=fn_tt_tt_1,2708188,23000000,Stephen Frears,-20291812,-88.22526956521739
Vanity Fair,http://www.imdb.com/title/tt0241025/?ref_=fn_tt_tt_1,16123851,23000000,Mira Nair,-6876149,-29.896299999999997
1408,http://www.imdb.com/title/tt0450385/?ref_=fn_tt_tt_1,71975611,25000000,Mikael HÌÎå«fstrÌÎå_m,46975611,187.902444
Spaceballs,http://www.imdb.com/title/tt0094012/?ref_=fn_tt_tt_1,38119483,22700000,Mel Brooks,15419483,67.92723788546256
The Water Diviner,http://www.imdb.com/title/tt3007512/?ref_=fn_tt_tt_1,4190530,22500000,Russell Crowe,-18309470,-81.37542222222223
Ghost,http://www.imdb.com/title/tt0099653/?ref_=fn_tt_tt_1,217631306,22000000,Jerry Zucker,195631306,889.2332090909091
There's Something About Mary,http://www.imdb.com/title/tt0129387/?ref_=fn_tt_tt_1,176483808,23000000,Bobby Farrelly,153483808,667.3209043478261
The Santa Clause,http://www.imdb.com/title/tt0111070/?ref_=fn_tt_tt_1,144833357,22000000,John Pasquin,122833357,558.333440909091
The Rookie,http://www.imdb.com/title/tt0265662/?ref_=fn_tt_tt_1,75597042,20000000,John Lee Hancock,55597042,277.98521
The Game Plan,http://www.imdb.com/title/tt0492956/?ref_=fn_tt_tt_1,90636983,22000000,Andy Fickman,68636983,311.9862863636364
The Bridges of Madison County,http://www.imdb.com/title/tt0112579/?ref_=fn_tt_tt_1,70960517,35000000,Clint Eastwood,35960517,102.74433428571427
The Animal,http://www.imdb.com/title/tt0255798/?ref_=fn_tt_tt_1,55762229,22000000,Luke Greenfield,33762229,153.46467727272727
The Hundred-Foot Journey,http://www.imdb.com/title/tt2980648/?ref_=fn_tt_tt_1,54235441,22000000,Lasse HallstrÌÎå_m,32235441,146.5247318181818
The Net,http://www.imdb.com/title/tt0113957/?ref_=fn_tt_tt_1,50728000,22000000,Irwin Winkler,28728000,130.58181818181816
I Am Sam,http://www.imdb.com/title/tt0277027/?ref_=fn_tt_tt_1,40270895,22000000,Jessie Nelson,18270895,83.04952272727273
Son of God,http://www.imdb.com/title/tt3210686/?ref_=fn_tt_tt_1,59696176,22000000,Christopher Spencer,37696176,171.34625454545454
Underworld,http://www.imdb.com/title/tt0320691/?ref_=fn_tt_tt_1,51483949,22000000,Len Wiseman,29483949,134.01795
Derailed,http://www.imdb.com/title/tt0398017/?ref_=fn_tt_tt_1,36020063,22000000,Mikael HÌÎå«fstrÌÎå_m,14020063,63.72755909090909
The Informant!,http://www.imdb.com/title/tt1130080/?ref_=fn_tt_tt_1,33313582,21000000,Steven Soderbergh,12313582,58.63610476190476
Shadowlands,http://www.imdb.com/title/tt0108101/?ref_=fn_tt_tt_1,25842000,22000000,Richard Attenborough,3842000,17.463636363636365
Deuce Bigalow: European Gigolo,http://www.imdb.com/title/tt0367652/?ref_=fn_tt_tt_1,22264487,22000000,Mike Bigelow,264487,1.2022136363636364
Delivery Man,http://www.imdb.com/title/tt2387559/?ref_=fn_tt_tt_1,30659817,26000000,Ken Scott,4659817,17.922373076923076
Victor Frankenstein,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,5773519,40000000,Paul McGuigan,-34226481,-85.5662025
Saving Silverman,http://www.imdb.com/title/tt0239948/?ref_=fn_tt_tt_1,19351569,22000000,Dennis Dugan,-2648431,-12.038322727272726
Diary of a Wimpy Kid: Dog Days,http://www.imdb.com/title/tt2023453/?ref_=fn_tt_tt_1,49002815,22000000,David Bowers,27002815,122.74006818181817
Summer of Sam,http://www.imdb.com/title/tt0162677/?ref_=fn_tt_tt_1,19283782,22000000,Spike Lee,-2716218,-12.346445454545455
Jay and Silent Bob Strike Back,http://www.imdb.com/title/tt0261392/?ref_=fn_tt_tt_1,30059386,22000000,Kevin Smith,8059386,36.63357272727273
The Island,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,35799026,126000000,Michael Bay,-90200974,-71.5880746031746
The Glass House,http://www.imdb.com/title/tt0221218/?ref_=fn_tt_tt_1,17951431,30000000,Daniel Sackheim,-12048569,-40.16189666666667
"Hail, Caesar!",http://www.imdb.com/title/tt0475290/?ref_=fn_tt_tt_1,29997095,22000000,Ethan Coen,7997095,36.35043181818182
Josie and the Pussycats,http://www.imdb.com/title/tt0236348/?ref_=fn_tt_tt_1,14252830,22000000,Harry Elfont,-7747170,-35.21440909090909
Homefront,http://www.imdb.com/title/tt2312718/?ref_=fn_tt_tt_1,19783777,22000000,Gary Fleder,-2216223,-10.073740909090908
The Little Vampire,http://www.imdb.com/title/tt0192255/?ref_=fn_tt_tt_1,13555988,22000000,Uli Edel,-8444012,-38.38187272727273
I Heart Huckabees,http://www.imdb.com/title/tt0356721/?ref_=fn_tt_tt_1,12784713,22000000,David O. Russell,-9215287,-41.887668181818185
RoboCop 3,http://www.imdb.com/title/tt0107978/?ref_=fn_tt_tt_1,10696210,23500000,Fred Dekker,-12803790,-54.48421276595745
Megiddo: The Omega Code 2,http://www.imdb.com/title/tt0263728/?ref_=fn_tt_tt_1,5974653,22000000,Brian Trenchard-Smith,-16025347,-72.84248636363635
Darling Lili,http://www.imdb.com/title/tt0065611/?ref_=fn_tt_tt_1,5000000,25000000,Blake Edwards,-20000000,-80
Dudley Do-Right,http://www.imdb.com/title/tt0160236/?ref_=fn_tt_tt_1,9694105,22000000,Hugh Wilson,-12305895,-55.935886363636364
The Transporter Refueled,http://www.imdb.com/title/tt2938956/?ref_=fn_tt_tt_1,16027866,25000000,Camille Delamarre,-8972134,-35.888536
Black Book,http://www.imdb.com/title/tt0389557/?ref_=fn_tt_tt_1,4398392,21000000,Paul Verhoeven,-16601608,-79.05527619047619
Joyeux Noel,http://www.imdb.com/title/tt0424205/?ref_=fn_tt_tt_1,1050445,22000000,Christian Carion,-20949555,-95.22524999999999
Hit and Run,http://www.imdb.com/title/tt2097307/?ref_=fn_tt_tt_1,13746550,2000000,David Palmer,11746550,587.3275
Mad Money,http://www.imdb.com/title/tt0951216/?ref_=fn_tt_tt_1,20668843,22000000,Callie Khouri,-1331157,-6.0507136363636365
Before I Go to Sleep,http://www.imdb.com/title/tt1726592/?ref_=fn_tt_tt_1,2963012,22000000,Rowan Joffe,-19036988,-86.53176363636364
Stone,http://www.imdb.com/title/tt1423995/?ref_=fn_tt_tt_1,1796024,22000000,John Curran,-20203976,-91.83625454545454
MoliÌÎåÂre,http://www.imdb.com/title/tt0796335/?ref_=fn_tt_tt_1,634277,16000000,Laurent Tirard,-15365723,-96.03576874999999
Out of the Furnace,http://www.imdb.com/title/tt1206543/?ref_=fn_tt_tt_1,11326836,22000000,Scott Cooper,-10673164,-48.51438181818182
Michael Clayton,http://www.imdb.com/title/tt0465538/?ref_=fn_tt_tt_1,49024969,25000000,Tony Gilroy,24024969,96.099876
My Fellow Americans,http://www.imdb.com/title/tt0117119/?ref_=fn_tt_tt_1,22294341,21500000,Peter Segal,794341,3.6946093023255813
Arlington Road,http://www.imdb.com/title/tt0137363/?ref_=fn_tt_tt_1,24362501,21500000,Mark Pellington,2862501,13.313958139534884
To Rome with Love,http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1,16684352,17000000,Woody Allen,-315648,-1.8567529411764705
Firefox,http://www.imdb.com/title/tt0083943/?ref_=fn_tt_tt_1,46700000,21000000,Clint Eastwood,25700000,122.3809523809524
South Park: Bigger Longer & Uncut,http://www.imdb.com/title/tt0158983/?ref_=fn_tt_tt_1,52008288,21000000,Trey Parker,31008288,147.6585142857143
Death at a Funeral,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1,8579684,9000000,Frank Oz,-420316,-4.670177777777778
Teenage Mutant Ninja Turtles III,http://www.imdb.com/title/tt0108308/?ref_=fn_tt_tt_1,42660000,17000000,Stuart Gillard,25660000,150.94117647058823
Hardball,http://www.imdb.com/title/tt0180734/?ref_=fn_tt_tt_1,40219708,21000000,Brian Robbins,19219708,91.52241904761905
Silver Linings Playbook,http://www.imdb.com/title/tt1045658/?ref_=fn_tt_tt_1,132088910,21000000,David O. Russell,111088910,528.9948095238095
Freedom Writers,http://www.imdb.com/title/tt0463998/?ref_=fn_tt_tt_1,36581633,21000000,Richard LaGravenese,15581633,74.19825238095238
The Transporter,http://www.imdb.com/title/tt0293662/?ref_=fn_tt_tt_1,25296447,21000000,Louis Leterrier,4296447,20.45927142857143
Never Back Down,http://www.imdb.com/title/tt1023111/?ref_=fn_tt_tt_1,24848292,20000000,Jeff Wadlow,4848292,24.24146
The Rage: Carrie 2,http://www.imdb.com/title/tt0144814/?ref_=fn_tt_tt_1,17757087,21000000,Katt Shea,-3242913,-15.442442857142858
Away We Go,http://www.imdb.com/title/tt1176740/?ref_=fn_tt_tt_1,9430988,17000000,Sam Mendes,-7569012,-44.5236
Swing Vote,http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1,16284360,21000000,Joshua Michael Stern,-4715640,-22.45542857142857
Moonlight Mile,http://www.imdb.com/title/tt0179098/?ref_=fn_tt_tt_1,6830957,21000000,Brad Silberling,-14169043,-67.47163333333333
Tinker Tailor Soldier Spy,http://www.imdb.com/title/tt1340800/?ref_=fn_tt_tt_1,24104113,20000000,Tomas Alfredson,4104113,20.520564999999998
Molly,http://www.imdb.com/title/tt0143746/?ref_=fn_tt_tt_1,15593,21000000,John Duigan,-20984407,-99.92574761904763
The Beaver,http://www.imdb.com/title/tt1321860/?ref_=fn_tt_tt_1,958319,21000000,Jodie Foster,-20041681,-95.43657619047619
The Best Little Whorehouse in Texas,http://www.imdb.com/title/tt0083642/?ref_=fn_tt_tt_1,69700000,35000000,Colin Higgins,34700000,99.14285714285714
eXistenZ,http://www.imdb.com/title/tt0120907/?ref_=fn_tt_tt_1,2840417,31000000,David Cronenberg,-28159583,-90.83736451612904
Raiders of the Lost Ark,http://www.imdb.com/title/tt0082971/?ref_=fn_tt_tt_1,242374454,18000000,Steven Spielberg,224374454,1246.5247444444444
Home Alone 2: Lost in New York,http://www.imdb.com/title/tt0104431/?ref_=fn_tt_tt_1,173585516,18000000,Chris Columbus,155585516,864.3639777777778
Close Encounters of the Third Kind,http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1,128300000,19400870,Steven Spielberg,108899130,561.3105494753586
Pulse,http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1,20259297,20000000,Jim Sonzero,259297,1.296485
Beverly Hills Cop II,http://www.imdb.com/title/tt0092644/?ref_=fn_tt_tt_1,153665036,28000000,Tony Scott,125665036,448.80370000000005
Bringing Down the House,http://www.imdb.com/title/tt0305669/?ref_=fn_tt_tt_1,132541238,33000000,Adam Shankman,99541238,301.64011515151515
The Silence of the Lambs,http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1,130727000,19000000,Jonathan Demme,111727000,588.0368421052632
Wayne's World,http://www.imdb.com/title/tt0105793/?ref_=fn_tt_tt_1,121697350,20000000,Penelope Spheeris,101697350,508.48675
Jackass 3D,http://www.imdb.com/title/tt1116184/?ref_=fn_tt_tt_1,117224271,20000000,Jeff Tremaine,97224271,486.12135500000005
Jaws 2,http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1,102922376,20000000,Jeannot Szwarc,82922376,414.61188
Beverly Hills Chihuahua,http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1,94497271,20000000,Raja Gosnell,74497271,372.486355
The Conjuring,http://www.imdb.com/title/tt1457767/?ref_=fn_tt_tt_1,137387272,20000000,James Wan,117387272,586.9363599999999
Are We There Yet?,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,82301521,32000000,Brian Levant,50301521,157.192253125
Tammy,http://www.imdb.com/title/tt2103254/?ref_=fn_tt_tt_1,84518155,20000000,Ben Falcone,64518155,322.590775
Disturbia,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,80050171,20000000,D.J. Caruso,60050171,300.250855
School of Rock,http://www.imdb.com/title/tt0332379/?ref_=fn_tt_tt_1,81257845,35000000,Richard Linklater,46257845,132.16527142857143
Mortal Kombat,http://www.imdb.com/title/tt0113855/?ref_=fn_tt_tt_1,70360285,18000000,Paul W.S. Anderson,52360285,290.89047222222223
Wicker Park,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,12831121,30000000,Paul McGuigan,-17168879,-57.22959666666667
White Chicks,http://www.imdb.com/title/tt0381707/?ref_=fn_tt_tt_1,69148997,37000000,Keenen Ivory Wayans,32148997,86.88918108108108
The Descendants,http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1,82624961,20000000,Alexander Payne,62624961,313.124805
Holes,http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1,67325559,20000000,Andrew Davis,47325559,236.62779500000002
The Last Song,http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1,62933793,20000000,Julie Anne Robinson,42933793,214.668965
12 Years a Slave,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1,56667870,20000000,Steve McQueen,36667870,183.33935
Drumline,http://www.imdb.com/title/tt0303933/?ref_=fn_tt_tt_1,56398162,20000000,Charles Stone III,36398162,181.99080999999998
Why Did I Get Married Too?,http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1,60072596,20000000,Tyler Perry,40072596,200.36298000000002
Edward Scissorhands,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1,56362352,20000000,Tim Burton,36362352,181.81176
Me Before You,http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1,56154094,20000000,Thea Sharrock,36154094,180.77047
Madea's Witness Protection,http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1,65623128,20000000,Tyler Perry,45623128,228.11563999999998
Bad Moms,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,55461307,20000000,Jon Lucas,35461307,177.306535
Date Movie,http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1,48546578,20000000,Aaron Seltzer,28546578,142.73289
Return to Never Land,http://www.imdb.com/title/tt0280030/?ref_=fn_tt_tt_1,48423368,20000000,Robin Budd,28423368,142.11684
Selma,http://www.imdb.com/title/tt1020072/?ref_=fn_tt_tt_1,52066000,20000000,Ava DuVernay,32066000,160.32999999999998
The Jungle Book 2,http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1,47887943,20000000,Steve Trenbirth,27887943,139.439715
Boogeyman,http://www.imdb.com/title/tt0357507/?ref_=fn_tt_tt_1,46363118,20000000,Stephen Kay,26363118,131.81559000000001
Premonition,http://www.imdb.com/title/tt0477071/?ref_=fn_tt_tt_1,47852604,20000000,Mennan Yapo,27852604,139.26301999999998
The Tigger Movie,http://www.imdb.com/title/tt0220099/?ref_=fn_tt_tt_1,45542421,30000000,Jun Falkenstein,15542421,51.808069999999994
Max,http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1,42652003,20000000,Boaz Yakin,22652003,113.26001500000001
Epic Movie,http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1,39737645,20000000,Jason Friedberg,19737645,98.688225
Conan the Barbarian,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,37567440,20000000,John Milius,17567440,87.83720000000001
Spotlight,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,44988180,20000000,Tom McCarthy,24988180,124.9409
Lakeview Terrace,http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1,39263506,22000000,Neil LaBute,17263506,78.47048181818181
The Grudge 2,http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1,39143839,20000000,Takashi Shimizu,19143839,95.719195
How Stella Got Her Groove Back,http://www.imdb.com/title/tt0120703/?ref_=fn_tt_tt_1,37672350,20000000,Kevin Rodney Sullivan,17672350,88.36175
Bill & Ted's Bogus Journey,http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1,38037513,20000000,Peter Hewitt,18037513,90.187565
Man of the Year,http://www.imdb.com/title/tt0483726/?ref_=fn_tt_tt_1,37442180,20000000,Barry Levinson,17442180,87.21090000000001
The American,http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1,35596227,20000000,Anton Corbijn,15596227,77.981135
Selena,http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1,35422828,20000000,Gregory Nava,15422828,77.11413999999999
Vampires Suck,http://www.imdb.com/title/tt1666186/?ref_=fn_tt_tt_1,36658108,20000000,Jason Friedberg,16658108,83.29054000000001
Babel,http://www.imdb.com/title/tt0449467/?ref_=fn_tt_tt_1,34300771,25000000,Alejandro G. IÌÎå±ÌÎÌrritu,9300771,37.203084
This Is Where I Leave You,http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1,34290142,19800000,Shawn Levy,14490142,73.18253535353534
Doubt,http://www.imdb.com/title/tt0918927/?ref_=fn_tt_tt_1,33422556,20000000,John Patrick Shanley,13422556,67.11278
