country,movieTitle,contentRating,movieYear,duration,language,numFaceInPoster,movieIMDbLink,gross,budget,imdbScore,numVotedUsers,numCriticsForReviews,castMemberFBLikes,movieFBLikes,director,directorFBLikes,actor1,actor1FBLikes,actor2,actor2FBLikes,actor3,actor3FBLikes,profit,ROI
Canada,Land of the Dead,R,2005,97,English,8,http://www.imdb.com/title/tt0418819/?ref_=fn_tt_tt_1,20433940,15000000,6.2,78883,252,1876,0,George A. Romero,0,Tony Nappo,654,Shawn Roberts,529,Pedro Miguel Arce,233,5433940,36.22626666666667
USA,Fear and Loathing in Las Vegas,R,1998,118,English,0,http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1,10562387,18500000,7.7,213226,156,43105,15000,Terry Gilliam,0,Johnny Depp,40000,Michael Jeter,693,Ellen Barkin,551,-7937613,-42.906016216216216
USA,The Invention of Lying,PG-13,2009,100,English,3,http://www.imdb.com/title/tt1058017/?ref_=fn_tt_tt_1,18439082,18500000,6.4,94292,192,7252,13000,Ricky Gervais,0,Jennifer Garner,3000,Tina Fey,2000,Martin Starr,985,-60918,-0.3292864864864865
USA,Neighbors,R,2014,97,English,3,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,150056505,18000000,6.4,216581,351,2771,21000,Nicholas Stoller,89,Craig Roberts,920,Carla Gallo,798,Ike Barinholtz,329,132056505,733.64725
USA,The Mask,PG-13,1994,114,English,0,http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1,119938730,18000000,6.9,265818,57,2085,0,Chuck Russell,55,Peter Greene,789,Amy Yasbeck,424,Reg E. Cathey,360,101938730,566.3262777777778
USA,Big,PG,1988,130,English,1,http://www.imdb.com/title/tt0094737/?ref_=fn_tt_tt_1,114968774,18000000,7.3,153468,99,28018,0,Penny Marshall,545,Tom Hanks,15000,Jon Lovitz,11000,John Heard,697,96968774,538.7154111111112
USA,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,R,2006,82,English,1,http://www.imdb.com/title/tt0443453/?ref_=fn_tt_tt_1,128505958,18000000,7.3,297014,343,505,0,Larry Charles,119,Luenell,332,Ken Davitian,165,Chester,6,110505958,613.9219888888888
USA,Legally Blonde,PG-13,2001,96,English,1,http://www.imdb.com/title/tt0250494/?ref_=fn_tt_tt_1,95001351,18000000,6.2,131801,163,4380,0,Robert Luketic,126,Linda Cardellini,2000,Raquel Welch,788,Alanna Ubach,584,77001351,427.7852833333333
USA,Star Trek III: The Search for Spock,PG,1984,105,English,1,http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1,76400000,17000000,6.6,58743,110,14762,0,Leonard Nimoy,12000,Leonard Nimoy,12000,Nichelle Nichols,664,Walter Koenig,643,59400000,349.4117647058824
USA,The Exorcism of Emily Rose,PG-13,2005,122,English,0,http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1,75072454,20000000,6.7,96569,233,2759,0,Scott Derrickson,301,Tom Wilkinson,1000,Colm Feore,539,JR Bourne,457,55072454,275.36227
USA,Deuce Bigalow: Male Gigolo,R,1999,88,English,1,http://www.imdb.com/title/tt0205000/?ref_=fn_tt_tt_1,65535067,17000000,5.7,59380,91,2604,0,Mike Mitchell,31,Amy Poehler,1000,Eddie Griffin,489,Bree Turner,489,48535067,285.50039411764703
USA,Left Behind,PG-13,2014,110,English,1,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,13998282,16000000,3.1,24854,169,15044,31000,Vic Armstrong,179,Nicolas Cage,12000,Lea Thompson,1000,Quinton Aaron,734,-2001718,-12.5107375
USA,The Family Stone,PG-13,2005,103,English,0,http://www.imdb.com/title/tt0356680/?ref_=fn_tt_tt_1,6061759,17000000,6.3,49077,142,1615,0,Thomas Bezucha,15,Craig T. Nelson,723,Paul Schneider,552,Tyrone Giordano,172,-10938241,-64.34259411764705
USA,Barbershop 2: Back in Business,PG-13,2004,106,English,4,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,64955956,18000000,5.7,10104,50,3956,265,Kevin Rodney Sullivan,8,Harry Lennix,748,Sean Patrick Thomas,656,Kenan Thompson,521,46955956,260.8664222222222
USA,Bad Santa,R,2003,98,English,2,http://www.imdb.com/title/tt0307987/?ref_=fn_tt_tt_1,60057639,18000000,7.1,107815,195,3151,10000,Terry Zwigoff,72,Bernie Mac,1000,Tony Cox,624,Alex Borstein,566,42057639,233.65355
USA,Austin Powers: International Man of Mystery,PG-13,1997,68,English,2,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1,53868030,17000000,7,183425,129,10557,0,Jay Roach,116,Will Ferrell,8000,Charles Napier,503,Robert Wagner,481,36868030,216.87076470588232
USA,My Big Fat Greek Wedding 2,PG-13,2016,94,English,10,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,59573085,18000000,6.1,13562,156,2259,19000,Kirk Jones,52,Nia Vardalos,567,Louis Mandylor,312,Joey Fatone,261,41573085,230.96158333333335
USA,Diary of a Wimpy Kid: Rodrick Rules,PG,2011,99,English,2,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,52691009,21000000,6.6,18727,103,3567,0,David Bowers,42,Zachary Gordon,975,Rachael Harris,569,Fran Kranz,557,31691009,150.90956666666665
USA,Predator,R,1987,107,English,1,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1,59735548,15000000,7.8,290949,217,4223,13000,John McTiernan,323,Shane Black,1000,Bill Duke,1000,Carl Weathers,794,44735548,298.23698666666667
USA,Amadeus,R,1984,180,English,0,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1,51600000,18000000,8.3,270790,134,3076,16000,Milos Forman,869,Jeffrey Jones,692,F. Murray Abraham,670,Tom Hulce,521,33600000,186.66666666666666
USA,Prom Night,PG-13,2008,89,English,0,http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1,43818159,20000000,3.9,27664,146,4867,1000,Nelson McCormick,29,Ming-Na Wen,2000,Scott Porter,690,Collins Pennie,458,23818159,119.090795
USA,Mean Girls,PG-13,2004,97,English,4,http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1,86049418,17000000,7,245989,159,5032,0,Mark Waters,70,Tina Fey,2000,Amy Poehler,1000,Neil Flynn,625,69049418,406.1730470588235
USA,Under the Tuscan Sun,PG-13,2003,113,English,1,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,43601508,18000000,6.7,35718,111,1310,0,Audrey Wells,22,Raoul Bova,727,Lindsay Duncan,171,Mario Monicelli,148,25601508,142.2306
UK,Gosford Park,R,2001,131,English,0,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1,41300105,19800000,7.3,65201,187,3261,0,Robert Altman,500,Kristin Scott Thomas,1000,Bob Balaban,559,Tom Hollander,555,21500105,108.58638888888889
USA,Peggy Sue Got Married,PG-13,1986,103,English,0,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1,41382841,18000000,6.3,27149,44,14672,0,Francis Ford Coppola,0,Nicolas Cage,12000,Kathleen Turner,899,Joan Allen,805,23382841,129.90467222222222
USA,Birdman or (The Unexpected Virtue of Ignorance),R,2014,119,English,8,http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1,42335698,18000000,7.8,395087,588,21668,114000,Alejandro G. IÌÎå±ÌÎÌrritu,0,Emma Stone,15000,Naomi Watts,6000,Merritt Wever,529,24335698,135.1983222222222
USA,Blue Jasmine,PG-13,2013,98,English,1,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,33404871,18000000,7.3,150082,415,1353,36000,Woody Allen,11000,Sally Hawkins,594,Charlie Tahan,268,Andrew Dice Clay,218,15404871,85.58261666666667
USA,United 93,R,2006,111,English,0,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1,31471430,15000000,7.6,83374,279,313,0,Paul Greengrass,521,Christian Clemenson,97,David Alan Basche,68,Susan Blommaert,64,16471430,109.80953333333335
USA,Honey,PG-13,2003,94,English,2,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1,30222640,25000000,5.3,36666,97,4868,0,Bille Woodruff,23,Christian Monzon,2000,Mekhi Phifer,1000,Romeo Miller,582,5222640,20.89056
USA,Glory,R,1989,122,English,3,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,26830000,18000000,7.9,101889,60,32930,0,Edward Zwick,380,Denzel Washington,18000,Morgan Freeman,11000,Matthew Broderick,2000,8830000,49.05555555555556
USA,Spy Hard,PG-13,1996,81,English,2,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,26906039,18000000,5.3,29621,27,2653,588,Rick Friedberg,8,Hulk Hogan,844,Barry Bostwick,456,Nicollette Sheridan,341,8906039,49.47799444444445
USA,The Fog,R,1980,89,English,0,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,21378000,1000000,6.8,46492,212,4877,7000,John Carpenter,0,Jamie Lee Curtis,2000,Hal Holbrook,826,Janet Leigh,606,20378000,2037.8
USA,Soul Surfer,PG,2011,106,English,1,http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1,43853424,18000000,7.1,35514,110,5024,15000,Sean McNamara,80,Dennis Quaid,2000,Chris Brochu,795,Craig T. Nelson,723,25853424,143.63013333333333
USA,Observe and Report,R,2009,86,English,1,http://www.imdb.com/title/tt1197628/?ref_=fn_tt_tt_1,23993605,18000000,5.8,52467,190,727,0,Jody Hill,62,Collette Wolfe,390,Celia Weston,258,Dan Bakkedahl,59,5993605,33.297805555555556
USA,Conan the Destroyer,PG,1984,103,English,1,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,26400000,18000000,5.8,62009,77,2481,2000,Richard Fleischer,130,Mako,691,Olivia d'Abo,476,Grace Jones,406,8400000,46.666666666666664
USA,Raging Bull,R,1980,121,English,1,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1,45250,18000000,8.3,235133,151,23008,0,Martin Scorsese,17000,Robert De Niro,22000,Cathy Moriarty,394,Frank Vincent,356,-17954750,-99.7486111111111
USA,Love Happens,PG-13,2009,109,English,0,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1,22927390,18000000,5.6,25344,111,4947,0,Brandon Camp,7,Judy Greer,2000,Sasha Alexander,980,Frances Conroy,827,4927390,27.37438888888889
USA,Young Sherlock Holmes,PG-13,1985,109,English,1,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1,4250320,18000000,6.8,14870,64,605,0,Barry Levinson,272,Nicholas Rowe,155,Roger Ashton-Griffiths,144,Freddie Jones,124,-13749680,-76.38711111111111
USA,Fame,PG,2009,123,English,0,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,22452209,18000000,5,14062,134,5734,0,Kevin Tancharoen,64,Kelsey Grammer,808,Kay Panabaker,720,Megan Mullally,637,4452209,24.734494444444444
USA,127 Hours,R,2010,94,English,0,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1,18329466,18000000,7.6,279179,450,11984,63000,Danny Boyle,0,James Franco,11000,Treat Williams,642,Kate Burton,223,329466,1.8303666666666667
USA,Small Time Crooks,PG,2000,94,English,0,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,17071230,18000000,6.7,31169,128,23283,812,Woody Allen,11000,Woody Allen,11000,Jon Lovitz,11000,Michael Rapaport,975,-928770,-5.159833333333333
USA,Center Stage,PG-13,2000,115,English,2,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,17174870,18000000,6.7,15817,68,1201,0,Nicholas Hytner,13,Amanda Schull,757,Susan May Pratt,220,Ethan Stiefel,111,-825130,-4.5840555555555556
USA,Love the Coopers,PG-13,2015,107,English,13,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,26284475,17000000,5.7,9051,97,10691,0,Jessie Nelson,24,Olivia Wilde,10000,Alex Borstein,566,TimothÌÎå©e Chalamet,85,9284475,54.614558823529414
USA,Catch That Kid,PG,2004,91,English,0,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,16702864,18000000,5.2,8023,54,18711,591,Bart Freundlich,38,Kristen Stewart,17000,Corbin Bleu,632,Kevin G. Schmidt,362,-1297136,-7.206311111111111
USA,Life as a House,R,2001,125,English,0,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,15561627,18000000,7.5,39105,99,21622,0,Irwin Winkler,34,Ian Somerhalder,16000,Hayden Christensen,4000,Kristin Scott Thomas,1000,-2438373,-13.546516666666667
UK,Steve Jobs,R,2015,122,English,0,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1,17750583,30000000,7.2,93548,412,28933,23000,Danny Boyle,0,Kate Winslet,14000,Michael Fassbender,13000,Michael Stuhlbarg,816,-12249417,-40.83139
Canada,"I Love You, Beth Cooper",PG-13,2009,102,English,1,http://www.imdb.com/title/tt1032815/?ref_=fn_tt_tt_1,14793904,18000000,5.3,28209,107,4072,0,Chris Columbus,0,Alan Ruck,946,Marie Avgeropoulos,800,Shawn Roberts,529,-3206096,-17.811644444444443
USA,Youth in Revolt,R,2009,90,English,2,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1,15281286,18000000,6.5,64646,192,16004,0,Miguel Arteta,44,Steve Buscemi,12000,Ari Graynor,904,Fred Willard,729,-2718714,-15.103966666666665
USA,The Legend of the Lone Ranger,PG,1981,98,English,0,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,8000000,18000000,5,1400,25,927,346,William A. Fraker,28,Jason Robards,372,Richard Farnsworth,262,Michael Horse,102,-10000000,-55.55555555555556
USA,The Tailor of Panama,R,2001,109,English,0,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,13491653,18000000,6.1,23728,104,14995,813,John Boorman,128,Daniel Radcliffe,11000,Jamie Lee Curtis,2000,Mark Margolis,1000,-4508347,-25.046372222222224
USA,Getaway,PG-13,2013,90,English,1,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,10494494,18000000,4.4,19586,146,676,4000,Courtney Solomon,31,Rebecca Budig,210,Paul Freeman,193,Bruce Payne,179,-7505506,-41.69725555555556
USA,The Ice Storm,R,1997,112,English,0,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,7837632,18000000,7.5,46396,124,1466,0,Ang Lee,0,Joan Allen,805,Kate Burton,223,Henry Czerny,177,-10162368,-56.4576
USA,And So It Goes,PG-13,2014,94,English,2,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,15155772,18000000,5.7,8895,107,1673,3000,Rob Reiner,0,Yaya DaCosta,712,Annie Parisse,341,Frankie Valli,197,-2844228,-15.801266666666667
USA,Troop Beverly Hills,PG,1989,105,English,1,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,8508843,18000000,5.5,7470,11,2368,0,Jeff Kanew,6,Craig T. Nelson,723,Shelley Long,422,Kellie Martin,371,-9491157,-52.72865
Canada,Being Julia,R,2004,104,English,2,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,7739049,18000000,7.1,10680,93,847,562,IstvÌÎÌn SzabÌÎ_,109,Miriam Margolyes,405,Shaun Evans,204,Juliet Stevenson,202,-10260951,-57.00528333333333
USA,9Ì´_ Weeks,R,1986,112,English,0,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,6734844,17000000,5.9,29591,38,711,0,Adrian Lyne,213,David Margulies,567,Karen Young,67,Kim Chan,45,-10265156,-60.38327058823529
USA,Dragonslayer,PG,1981,108,English,0,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,6000000,18000000,6.7,10832,60,1263,0,Matthew Robbins,25,Ian McDiarmid,1000,Ralph Richardson,115,Albert Salmi,94,-12000000,-66.66666666666666
Germany,The Last Station,R,2009,112,English,2,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,6615578,13000000,7,15352,184,1341,0,Michael Hoffman,97,David Masterson,577,Kerry Condon,416,Anne-Marie Duff,231,-6384422,-49.11093846153846
USA,Ed Wood,R,1994,127,English,1,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,5887457,18000000,7.9,142416,148,56585,0,Tim Burton,13000,Johnny Depp,40000,Bill Murray,13000,Martin Landau,940,-12112543,-67.29190555555556
USA,Labor Day,PG-13,2013,111,English,1,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,13362308,18000000,6.9,31898,217,39307,0,Jason Reitman,655,J.K. Simmons,24000,Kate Winslet,14000,Brooke Smith,405,-4637692,-25.76495555555556
Russia,Mongol: The Rise of Genghis Khan,R,2007,126,Mongolian,0,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1,5701643,20000000,7.3,37635,160,653,0,Sergey Bodrov,44,Tadanobu Asano,627,Khulan Chuluun,12,Honglei Sun,9,-14298357,-71.491785
UK,RocknRolla,R,2008,114,English,4,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1,5694401,18000000,7.3,194489,209,46944,12000,Guy Ritchie,0,Tom Hardy,27000,Gerard Butler,18000,Tom Wilkinson,1000,-12305599,-68.36443888888888
USA,Megaforce,PG,1982,99,English,2,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,5333658,20000000,3.5,2541,40,1356,0,Hal Needham,379,Barry Bostwick,456,Michael Beck,278,Henry Silva,251,-14666342,-73.33171
UK,Hamlet,PG-13,1996,150,English,0,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,4414535,18000000,7.8,30618,85,1645,0,Kenneth Branagh,0,Julie Christie,597,Brian Blessed,591,Richard Briers,401,-13585465,-75.47480555555556
Greece,Midnight Special,PG-13,2016,112,English,0,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,3707794,18000000,6.7,31359,263,5671,0,Jeff Nichols,337,Kirsten Dunst,4000,Sam Shepard,820,Paul Sparks,201,-14292206,-79.40114444444445
USA,Anything Else,R,2003,108,English,2,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,3203044,18000000,6.4,25165,128,14843,827,Woody Allen,11000,Woody Allen,11000,Stockard Channing,944,Fisher Stevens,922,-14796956,-82.205311111111115
Australia,The Railway Man,R,2013,116,English,2,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,4435083,18000000,7.1,27882,186,39463,18000,Jonathan Teplitzky,6,Jeremy Irvine,25000,Colin Firth,14000,Sam Reid,212,-13564917,-75.36064999999999
Germany,The White Ribbon,R,2009,144,German,0,http://www.imdb.com/title/tt1149362/?ref_=fn_tt_tt_1,2222647,12000000,7.8,52958,292,167,0,Michael Haneke,0,Ulrich Tukur,63,Burghart KlauÌÎÌªner,43,Leonie Benesch,16,-9777353,-81.47794166666667
USA,The Wraith,R,1986,93,English,2,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,3500000,2700000,5.9,10082,70,2319,0,Mike Marvin,28,Clint Howard,1000,Randy Quaid,695,Nick Cassavetes,415,800000,29.629629629629626
USA,The Salton Sea,R,2002,103,English,0,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1,676698,18000000,7.2,26730,79,4094,2000,D.J. Caruso,154,Adam Goldberg,1000,Meat Loaf,783,Anthony LaPaglia,576,-17323302,-96.24056666666667
Spain,One Man's Hero,R,1999,121,English,2,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,229311,11350000,6.2,899,10,2705,271,Lance Hool,0,Tom Berenger,854,Joaquim de Almeida,578,Mark Moses,353,-11120689,-97.97963876651983
France,Renaissance,R,2006,105,English,0,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,63260,14000000,6.7,14325,112,1185,0,Christian Volckman,2,Romola Garai,805,Catherine McCormack,306,Kevork Malikyan,69,-13936740,-99.54814285714285
USA,Superbad,R,2007,119,English,2,http://www.imdb.com/title/tt0829482/?ref_=fn_tt_tt_1,121463226,20000000,7.6,422606,256,17584,0,Greg Mottola,99,Emma Stone,15000,Joe Lo Truglio,833,Kevin Corrigan,778,101463226,507.31613
USA,Step Up 2: The Streets,PG-13,2008,98,English,2,http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1,58006147,23000000,6.2,67653,97,816,0,Jon M. Chu,209,Cassie Ventura,158,Mari Koda,152,Luis Rosado,129,35006147,152.20063913043478
USA,Hoodwinked!,PG,2005,80,English,1,http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1,51053787,17500000,6.5,45900,142,14385,0,Cory Edwards,19,Anne Hathaway,11000,Chazz Palminteri,979,Jim Belushi,854,33553787,191.7359257142857
UK,Hotel Rwanda,PG-13,2004,121,English,1,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,23472900,17500000,8.1,264533,187,4142,12000,Terry George,83,Don Cheadle,3000,Sophie Okonedo,460,Hakeem Kae-Kazim,242,5972900,34.13085714285714
France,Hitman,R,2007,94,English,1,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,39687528,24000000,6.3,140780,193,2124,0,Xavier Gens,87,Henry Ian Cusick,866,Dougray Scott,794,Ulrich Thomsen,280,15687528,65.3647
USA,Black Nativity,PG,2013,93,English,5,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,7017178,17500000,4.4,1633,40,1373,0,Kasi Lemmons,148,Jennifer Hudson,549,Mary J. Blige,269,Vondie Curtis-Hall,170,-10482822,-59.90183999999999
USA,City of Ghosts,R,2002,116,English,0,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,325491,17500000,6,4387,38,245,204,Matt Dillon,0,Kirk Fox,109,Shawn Andrews,67,Rob Campbell,50,-17174509,-98.14005142857143
USA,The Others,PG-13,2001,101,English,0,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,96471845,17000000,7.6,268581,239,956,20000,Alejandro AmenÌÎÌbar,448,Fionnula Flanagan,482,Elaine Cassidy,203,Eric Sykes,83,79471845,467.4814411764705
USA,Aliens,R,1986,154,English,1,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,85200000,18500000,8.4,488537,250,4228,18000,James Cameron,0,Michael Biehn,2000,Carrie Henn,626,Jenette Goldstein,604,66700000,360.5405405405405
USA,My Fair Lady,Approved,1964,170,English,1,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,72000000,17000000,7.9,66959,82,1164,0,George Cukor,165,Jeremy Brett,453,Rex Harrison,272,Theodore Bikel,244,55000000,323.5294117647059
USA,I Know What You Did Last Summer,R,1997,99,English,1,http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1,72219395,17000000,5.6,105585,140,50284,0,Jim Gillespie,13,Muse Watson,45000,Sarah Michelle Gellar,4000,Anne Heche,681,55219395,324.8199705882353
USA,Let's Be Cops,R,2014,104,English,1,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1,82389560,17000000,6.5,106820,129,3627,14000,Luke Greenfield,42,Rob Riggle,839,Damon Wayans Jr.,756,James D'Arcy,613,65389560,384.6444705882353
USA,Sideways,R,2004,126,English,0,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,71502303,12000000,7.5,149966,285,2170,0,Alexander Payne,729,Virginia Madsen,912,Patrick Gallagher,306,M.C. Gainey,284,59502303,495.852525
USA,Beerfest,R,2006,110,English,2,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,19179969,17500000,6.3,54710,91,35345,0,Jay Chandrasekhar,422,Chris Moss,33000,Owain Yeoman,459,Jay Chandrasekhar,422,1679969,9.599822857142858
USA,Halloween,R,1978,101,English,0,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,47000000,300000,7.9,157857,318,4400,12000,John Carpenter,0,Jamie Lee Curtis,2000,Donald Pleasence,742,P.J. Soles,598,46700000,15566.666666666666
China,Hero,PG-13,2002,80,Mandarin,4,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,84961,31000000,7.9,149414,283,6229,0,Yimou Zhang,611,Jet Li,5000,Tony Chiu Wai Leung,643,Maggie Cheung,576,-30915039,-99.72593225806452
USA,Good Boy!,PG,2003,87,English,1,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,37566230,17000000,5.1,3407,52,2164,309,John Hoffman,9,Liam Aiken,818,Molly Shannon,636,Kevin Nealon,503,20566230,120.97782352941175
USA,The Best Man Holiday,R,2013,123,English,5,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,70492685,17000000,6.7,11600,56,5306,7000,Malcolm D. Lee,92,Harold Perrineau,1000,Sanaa Lathan,886,Eddie Cibrian,849,53492685,314.6628529411765
UK,Smokin' Aces,R,2006,109,English,0,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,35635046,17000000,6.7,121058,186,19410,3000,Joe Carnahan,248,Ryan Reynolds,16000,Common,988,Alex Rocco,968,18635046,109.61791764705882
Canada,Saw 3D: The Final Chapter,R,2010,90,English,0,http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1,45670855,20000000,5.6,67978,178,1978,12000,Kevin Greutert,52,Costas Mandylor,723,Gina Holden,346,Betsy Russell,298,25670855,128.354275
USA,40 Days and 40 Nights,R,2002,96,English,0,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,37939782,17000000,5.6,62272,140,3294,2000,Michael Lehmann,36,Emmanuelle Vaugier,1000,Vinessa Shaw,580,Paulo Costanzo,486,20939782,123.17518823529412
USA,TRON: Legacy,PG,2010,125,English,0,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,172051787,170000000,6.8,264186,469,25549,30000,Joseph Kosinski,364,Jeff Bridges,12000,Olivia Wilde,10000,James Frain,1000,2051787,1.2069335294117647
USA,A Night at the Roxbury,PG-13,1998,82,English,2,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,30324946,17000000,6.2,48458,63,9271,0,John Fortenberry,12,Will Ferrell,8000,Chris Kattan,357,Dan Hedaya,281,13324946,78.38203529411764
USA,Beastly,PG-13,2011,86,English,1,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,27854896,17000000,5.6,64190,148,17396,16000,Daniel Barnz,33,Alex Pettyfer,15000,Mary-Kate Olsen,976,Erik Knudsen,583,10854896,63.85232941176471
USA,The Hills Have Eyes,R,2006,108,English,0,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,41777564,15000000,6.4,129719,265,4500,0,Alexandre Aja,192,Dan Byrd,1000,Greg Nicotero,1000,Vinessa Shaw,580,26777564,178.51709333333335
USA,Dickie Roberts: Former Child Star,PG-13,2003,98,English,1,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,22734486,17000000,5.6,11815,75,2713,320,Sam Weisman,39,Kevin Grevioux,593,Jenna Boyd,517,Mary McCormack,428,5734486,33.732270588235295
USA,"McFarland, USA",PG,2015,129,English,0,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,44469602,17000000,7.4,23480,113,952,21000,Niki Caro,51,Morgan Saylor,427,Valente Rodriguez,234,Diana Maria Riva,89,27469602,161.58589411764706
USA,Pitch Perfect,PG-13,2012,112,English,4,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1,64998368,17000000,7.2,213898,223,12676,36000,Jason Moore,36,Anna Kendrick,10000,Hana Mae Lee,751,Ben Platt,746,47998368,282.3433411764706
USA,Summer Catch,PG-13,2001,108,English,2,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,19693891,34000000,4.9,12993,50,3344,476,Michael Tollin,19,Marc Blucas,973,Brian Dennehy,954,Bruce Davison,505,-14306109,-42.07679117647059
